date,day,proper_time,avg_team_rank,start_time,home_team,away_team
2022-03-02,Wednesday,2022-03-02T09:00:00Z,20,9:00 PM,Denver Nuggets,Oklahoma City Thunder
2022-03-02,Wednesday,2022-03-02T10:00:00Z,11,10:00 PM,Phoenix Suns,Portland Trail Blazers
2022-03-03,Thursday ,2022-03-03T07:00:00Z,13,7:00 PM,Atlanta Hawks,Chicago Bulls
2022-03-03,Thursday ,2022-03-03T07:30:00Z,21,7:30 PM,Toronto Raptors,Detroit Pistons
2022-03-03,Thursday ,2022-03-03T07:30:00Z,6,7:30 PM,Brooklyn Nets,Miami Heat
2022-03-03,Thursday ,2022-03-03T07:30:00Z,10,7:30 PM,Boston Celtics,Memphis Grizzlies
2022-03-03,Thursday ,2022-03-03T08:30:00Z,24,8:30 PM,San Antonio Spurs,Sacramento Kings
2022-03-03,Thursday ,2022-03-03T08:30:00Z,6,8:30 PM,Dallas Mavericks,Golden State Warriors
2022-03-03,Thursday ,2022-03-03T10:00:00Z,17,10:00 PM,Los Angeles Clippers,Los Angeles Lakers
2022-03-04,Friday   ,2022-03-04T07:00:00Z,9,7:00 PM,Philadelphia 76ers,Cleveland Cavaliers
2022-03-04,Friday   ,2022-03-04T07:00:00Z,18,7:00 PM,Washington Wizards,Atlanta Hawks
2022-03-04,Friday   ,2022-03-04T07:00:00Z,27,7:00 PM,Detroit Pistons,Indiana Pacers
2022-03-04,Friday   ,2022-03-04T07:30:00Z,7,7:30 PM,Chicago Bulls,Milwaukee Bucks
2022-03-04,Friday   ,2022-03-04T07:30:00Z,22,7:30 PM,Toronto Raptors,Orlando Magic
2022-03-04,Friday   ,2022-03-04T08:00:00Z,22,8:00 PM,Oklahoma City Thunder,Minnesota Timberwolves
2022-03-04,Friday   ,2022-03-04T08:00:00Z,13,8:00 PM,New Orleans Pelicans,Utah Jazz
2022-03-04,Friday   ,2022-03-04T09:00:00Z,20,9:00 PM,Denver Nuggets,Houston Rockets
2022-03-04,Friday   ,2022-03-04T10:00:00Z,10,10:00 PM,Phoenix Suns,New York Knicks
2022-03-05,Saturday ,2022-03-05T05:00:00Z,17,5:00 PM,Dallas Mavericks,Sacramento Kings
2022-03-05,Saturday ,2022-03-05T07:00:00Z,18,7:00 PM,Charlotte Hornets,San Antonio Spurs
2022-03-05,Saturday ,2022-03-05T08:00:00Z,16,8:00 PM,Memphis Grizzlies,Orlando Magic
2022-03-05,Saturday ,2022-03-05T08:00:00Z,8,8:00 PM,Miami Heat,Philadelphia 76ers
2022-03-05,Saturday ,2022-03-05T08:00:00Z,20,8:00 PM,Minnesota Timberwolves,Portland Trail Blazers
2022-03-05,Saturday ,2022-03-05T08:30:00Z,8,8:30 PM,Los Angeles Lakers,Golden State Warriors
2022-03-06,Sunday   ,2022-03-06T01:00:00Z,11,1:00 PM,Boston Celtics,Brooklyn Nets
2022-03-06,Sunday   ,2022-03-06T03:30:00Z,4,3:30 PM,Milwaukee Bucks,Phoenix Suns
2022-03-06,Sunday   ,2022-03-06T06:00:00Z,21,6:00 PM,Washington Wizards,Indiana Pacers
2022-03-06,Sunday   ,2022-03-06T06:00:00Z,11,6:00 PM,Cleveland Cavaliers,Toronto Raptors
2022-03-06,Sunday   ,2022-03-06T07:00:00Z,15,7:00 PM,Oklahoma City Thunder,Utah Jazz
2022-03-06,Sunday   ,2022-03-06T07:00:00Z,15,7:00 PM,Houston Rockets,Memphis Grizzlies
2022-03-06,Sunday   ,2022-03-06T07:30:00Z,19,7:30 PM,Los Angeles Clippers,New York Knicks
2022-03-06,Sunday   ,2022-03-06T10:00:00Z,18,10:00 PM,Denver Nuggets,New Orleans Pelicans
2022-03-07,Monday   ,2022-03-07T07:00:00Z,25,7:00 PM,Detroit Pistons,Atlanta Hawks
2022-03-07,Monday   ,2022-03-07T07:00:00Z,8,7:00 PM,Philadelphia 76ers,Chicago Bulls
2022-03-07,Monday   ,2022-03-07T07:30:00Z,17,7:30 PM,Miami Heat,Houston Rockets
2022-03-07,Monday   ,2022-03-07T08:00:00Z,20,8:00 PM,Minnesota Timberwolves,Portland Trail Blazers
2022-03-07,Monday   ,2022-03-07T08:30:00Z,20,8:30 PM,San Antonio Spurs,Los Angeles Lakers
2022-03-07,Monday   ,2022-03-07T08:30:00Z,7,8:30 PM,Dallas Mavericks,Utah Jazz
2022-03-07,Monday   ,2022-03-07T09:00:00Z,7,9:00 PM,Denver Nuggets,Golden State Warriors
2022-03-07,Monday   ,2022-03-07T10:00:00Z,22,10:00 PM,Sacramento Kings,New York Knicks
2022-03-08,Tuesday  ,2022-03-08T07:00:00Z,8,7:00 PM,Charlotte Hornets,Brooklyn Nets
2022-03-08,Tuesday  ,2022-03-08T07:00:00Z,15,7:00 PM,Orlando Magic,Phoenix Suns
2022-03-08,Tuesday  ,2022-03-08T07:00:00Z,17,7:00 PM,Indiana Pacers,Cleveland Cavaliers
2022-03-08,Tuesday  ,2022-03-08T07:30:00Z,13,7:30 PM,Memphis Grizzlies,New Orleans Pelicans
2022-03-08,Tuesday  ,2022-03-08T08:00:00Z,17,8:00 PM,Oklahoma City Thunder,Milwaukee Bucks
2022-03-08,Tuesday  ,2022-03-08T10:00:00Z,10,10:00 PM,Golden State Warriors,Los Angeles Clippers
2022-03-09,Wednesday,2022-03-09T07:00:00Z,14,7:00 PM,Charlotte Hornets,Boston Celtics
2022-03-09,Wednesday,2022-03-09T07:00:00Z,17,7:00 PM,Detroit Pistons,Chicago Bulls
2022-03-09,Wednesday,2022-03-09T07:30:00Z,14,7:30 PM,Milwaukee Bucks,Atlanta Hawks
2022-03-09,Wednesday,2022-03-09T07:30:00Z,4,7:30 PM,Miami Heat,Phoenix Suns
2022-03-09,Wednesday,2022-03-09T08:00:00Z,26,8:00 PM,New Orleans Pelicans,Orlando Magic
2022-03-09,Wednesday,2022-03-09T08:00:00Z,21,8:00 PM,Houston Rockets,Los Angeles Lakers
2022-03-09,Wednesday,2022-03-09T08:00:00Z,22,8:00 PM,Minnesota Timberwolves,Oklahoma City Thunder
2022-03-09,Wednesday,2022-03-09T08:30:00Z,15,8:30 PM,Dallas Mavericks,New York Knicks
2022-03-09,Wednesday,2022-03-09T08:30:00Z,19,8:30 PM,San Antonio Spurs,Toronto Raptors
2022-03-09,Wednesday,2022-03-09T10:00:00Z,13,10:00 PM,Utah Jazz,Portland Trail Blazers
2022-03-09,Wednesday,2022-03-09T10:00:00Z,18,10:00 PM,Sacramento Kings,Denver Nuggets
2022-03-09,Wednesday,2022-03-09T10:30:00Z,17,10:30 PM,Los Angeles Clippers,Washington Wizards
2022-03-10,Thursday ,2022-03-10T07:30:00Z,7,7:30 PM,Philadelphia 76ers,Brooklyn Nets
2022-03-10,Thursday ,2022-03-10T10:00:00Z,7,10:00 PM,Denver Nuggets,Golden State Warriors
2022-03-11,Friday   ,2022-03-11T07:00:00Z,24,7:00 PM,Orlando Magic,Minnesota Timberwolves
2022-03-11,Friday   ,2022-03-11T07:30:00Z,23,7:30 PM,Boston Celtics,Detroit Pistons
2022-03-11,Friday   ,2022-03-11T07:30:00Z,20,7:30 PM,Atlanta Hawks,Los Angeles Clippers
2022-03-11,Friday   ,2022-03-11T08:00:00Z,17,8:00 PM,New Orleans Pelicans,Charlotte Hornets
2022-03-11,Friday   ,2022-03-11T08:00:00Z,11,8:00 PM,Memphis Grizzlies,New York Knicks
2022-03-11,Friday   ,2022-03-11T08:00:00Z,8,8:00 PM,Miami Heat,Cleveland Cavaliers
2022-03-11,Friday   ,2022-03-11T08:00:00Z,19,8:00 PM,Houston Rockets,Dallas Mavericks
2022-03-11,Friday   ,2022-03-11T08:30:00Z,14,8:30 PM,San Antonio Spurs,Utah Jazz
2022-03-11,Friday   ,2022-03-11T09:00:00Z,7,9:00 PM,Phoenix Suns,Toronto Raptors
2022-03-11,Friday   ,2022-03-11T10:30:00Z,15,10:30 PM,Los Angeles Lakers,Washington Wizards
2022-03-12,Saturday ,2022-03-12T08:00:00Z,7,8:00 PM,Chicago Bulls,Cleveland Cavaliers
2022-03-12,Saturday ,2022-03-12T08:00:00Z,12,8:00 PM,Miami Heat,Minnesota Timberwolves
2022-03-12,Saturday ,2022-03-12T08:00:00Z,25,8:00 PM,San Antonio Spurs,Indiana Pacers
2022-03-12,Saturday ,2022-03-12T08:30:00Z,5,8:30 PM,Golden State Warriors,Milwaukee Bucks
2022-03-12,Saturday ,2022-03-12T10:00:00Z,19,10:00 PM,Portland Trail Blazers,Washington Wizards
2022-03-12,Saturday ,2022-03-12T10:00:00Z,14,10:00 PM,Utah Jazz,Sacramento Kings
2022-03-12,Saturday ,2022-03-12T10:00:00Z,13,10:00 PM,Denver Nuggets,Toronto Raptors
2022-03-13,Sunday   ,2022-03-13T01:00:00Z,12,1:00 PM,Brooklyn Nets,New York Knicks
2022-03-13,Sunday   ,2022-03-13T03:00:00Z,24,3:00 PM,Detroit Pistons,Los Angeles Clippers
2022-03-13,Sunday   ,2022-03-13T03:30:00Z,14,3:30 PM,Boston Celtics,Dallas Mavericks
2022-03-13,Sunday   ,2022-03-13T06:00:00Z,20,6:00 PM,Orlando Magic,Philadelphia 76ers
2022-03-13,Sunday   ,2022-03-13T07:00:00Z,25,7:00 PM,New Orleans Pelicans,Houston Rockets
2022-03-13,Sunday   ,2022-03-13T07:00:00Z,15,7:00 PM,Oklahoma City Thunder,Memphis Grizzlies
2022-03-13,Sunday   ,2022-03-13T07:00:00Z,23,7:00 PM,Atlanta Hawks,Indiana Pacers
2022-03-13,Sunday   ,2022-03-13T09:00:00Z,8,9:00 PM,Phoenix Suns,Los Angeles Lakers
2022-03-14,Monday   ,2022-03-14T07:00:00Z,14,7:00 PM,Cleveland Cavaliers,Los Angeles Clippers
2022-03-14,Monday   ,2022-03-14T07:30:00Z,11,7:30 PM,Philadelphia 76ers,Denver Nuggets
2022-03-14,Monday   ,2022-03-14T07:30:00Z,21,7:30 PM,Atlanta Hawks,Portland Trail Blazers
2022-03-14,Monday   ,2022-03-14T08:00:00Z,19,8:00 PM,Oklahoma City Thunder,Charlotte Hornets
2022-03-14,Monday   ,2022-03-14T08:30:00Z,21,8:30 PM,San Antonio Spurs,Minnesota Timberwolves
2022-03-14,Monday   ,2022-03-14T10:00:00Z,15,10:00 PM,Sacramento Kings,Chicago Bulls
2022-03-14,Monday   ,2022-03-14T10:00:00Z,9,10:00 PM,Golden State Warriors,Washington Wizards
2022-03-14,Monday   ,2022-03-14T10:00:00Z,6,10:00 PM,Utah Jazz,Milwaukee Bucks
2022-03-14,Monday   ,2022-03-14T10:30:00Z,14,10:30 PM,Los Angeles Lakers,Toronto Raptors
2022-03-15,Tuesday  ,2022-03-15T07:00:00Z,14,7:00 PM,Indiana Pacers,Memphis Grizzlies
2022-03-15,Tuesday  ,2022-03-15T07:00:00Z,17,7:00 PM,Orlando Magic,Brooklyn Nets
2022-03-15,Tuesday  ,2022-03-15T07:30:00Z,18,7:30 PM,Miami Heat,Detroit Pistons
2022-03-15,Tuesday  ,2022-03-15T08:00:00Z,12,8:00 PM,New Orleans Pelicans,Phoenix Suns
2022-03-16,Wednesday,2022-03-16T07:00:00Z,14,7:00 PM,Washington Wizards,Denver Nuggets
2022-03-16,Wednesday,2022-03-16T07:00:00Z,16,7:00 PM,Charlotte Hornets,Atlanta Hawks
2022-03-16,Wednesday,2022-03-16T07:00:00Z,9,7:00 PM,Cleveland Cavaliers,Philadelphia 76ers
2022-03-16,Wednesday,2022-03-16T07:30:00Z,8,7:30 PM,Brooklyn Nets,Dallas Mavericks
2022-03-16,Wednesday,2022-03-16T07:30:00Z,21,7:30 PM,New York Knicks,Portland Trail Blazers
2022-03-16,Wednesday,2022-03-16T08:00:00Z,16,8:00 PM,Minnesota Timberwolves,Los Angeles Lakers
2022-03-16,Wednesday,2022-03-16T08:00:00Z,14,8:00 PM,Houston Rockets,Phoenix Suns
2022-03-16,Wednesday,2022-03-16T08:30:00Z,26,8:30 PM,San Antonio Spurs,Oklahoma City Thunder
2022-03-16,Wednesday,2022-03-16T09:00:00Z,5,9:00 PM,Utah Jazz,Chicago Bulls
2022-03-16,Wednesday,2022-03-16T10:00:00Z,16,10:00 PM,Sacramento Kings,Milwaukee Bucks
2022-03-16,Wednesday,2022-03-16T10:00:00Z,9,10:00 PM,Golden State Warriors,Boston Celtics
2022-03-16,Wednesday,2022-03-16T10:30:00Z,16,10:30 PM,Los Angeles Clippers,Toronto Raptors
2022-03-17,Thursday ,2022-03-17T07:00:00Z,29,7:00 PM,Orlando Magic,Detroit Pistons
2022-03-18,Friday   ,2022-03-18T07:00:00Z,10,7:00 PM,Philadelphia 76ers,Dallas Mavericks
2022-03-18,Friday   ,2022-03-18T07:30:00Z,13,7:30 PM,Brooklyn Nets,Portland Trail Blazers
2022-03-18,Friday   ,2022-03-18T07:30:00Z,11,7:30 PM,Cleveland Cavaliers,Denver Nuggets
2022-03-18,Friday   ,2022-03-18T07:30:00Z,12,7:30 PM,Atlanta Hawks,Memphis Grizzlies
2022-03-18,Friday   ,2022-03-18T07:30:00Z,14,7:30 PM,Toronto Raptors,Los Angeles Lakers
2022-03-18,Friday   ,2022-03-18T07:30:00Z,18,7:30 PM,New York Knicks,Washington Wizards
2022-03-18,Friday   ,2022-03-18T08:00:00Z,17,8:00 PM,Miami Heat,Oklahoma City Thunder
2022-03-18,Friday   ,2022-03-18T08:00:00Z,27,8:00 PM,Houston Rockets,Indiana Pacers
2022-03-18,Friday   ,2022-03-18T08:30:00Z,24,8:30 PM,San Antonio Spurs,New Orleans Pelicans
2022-03-18,Friday   ,2022-03-18T09:00:00Z,11,9:00 PM,Utah Jazz,Los Angeles Clippers
2022-03-18,Friday   ,2022-03-18T10:00:00Z,3,10:00 PM,Phoenix Suns,Chicago Bulls
2022-03-18,Friday   ,2022-03-18T10:00:00Z,20,10:00 PM,Sacramento Kings,Boston Celtics
2022-03-19,Saturday ,2022-03-19T05:00:00Z,13,5:00 PM,Minnesota Timberwolves,Milwaukee Bucks
2022-03-19,Saturday ,2022-03-19T07:00:00Z,11,7:00 PM,Charlotte Hornets,Dallas Mavericks
2022-03-19,Saturday ,2022-03-19T08:00:00Z,19,8:00 PM,Cleveland Cavaliers,Detroit Pistons
2022-03-19,Saturday ,2022-03-19T08:00:00Z,15,8:00 PM,Washington Wizards,Los Angeles Lakers
2022-03-20,Sunday   ,2022-03-20T03:30:00Z,24,3:30 PM,Indiana Pacers,Portland Trail Blazers
2022-03-20,Sunday   ,2022-03-20T03:30:00Z,15,3:30 PM,Houston Rockets,Memphis Grizzlies
2022-03-20,Sunday   ,2022-03-20T06:00:00Z,28,6:00 PM,Orlando Magic,Oklahoma City Thunder
2022-03-20,Sunday   ,2022-03-20T06:00:00Z,22,6:00 PM,Atlanta Hawks,New Orleans Pelicans
2022-03-20,Sunday   ,2022-03-20T06:00:00Z,12,6:00 PM,Sacramento Kings,Phoenix Suns
2022-03-20,Sunday   ,2022-03-20T07:30:00Z,12,7:30 PM,New York Knicks,Utah Jazz
2022-03-20,Sunday   ,2022-03-20T08:00:00Z,15,8:00 PM,Denver Nuggets,Boston Celtics
2022-03-20,Sunday   ,2022-03-20T08:30:00Z,13,8:30 PM,Golden State Warriors,San Antonio Spurs
2022-03-20,Sunday   ,2022-03-20T08:30:00Z,12,8:30 PM,Philadelphia 76ers,Toronto Raptors
2022-03-21,Monday   ,2022-03-21T07:00:00Z,25,7:00 PM,Detroit Pistons,Portland Trail Blazers
2022-03-21,Monday   ,2022-03-21T07:00:00Z,17,7:00 PM,Charlotte Hornets,New Orleans Pelicans
2022-03-21,Monday   ,2022-03-21T07:00:00Z,12,7:00 PM,Cleveland Cavaliers,Los Angeles Lakers
2022-03-21,Monday   ,2022-03-21T07:00:00Z,8,7:00 PM,Philadelphia 76ers,Miami Heat
2022-03-21,Monday   ,2022-03-21T07:30:00Z,4,7:30 PM,Brooklyn Nets,Utah Jazz
2022-03-21,Monday   ,2022-03-21T08:00:00Z,22,8:00 PM,Houston Rockets,Washington Wizards
2022-03-21,Monday   ,2022-03-21T08:00:00Z,10,8:00 PM,Chicago Bulls,Toronto Raptors
2022-03-21,Monday   ,2022-03-21T08:00:00Z,22,8:00 PM,Oklahoma City Thunder,Boston Celtics
2022-03-21,Monday   ,2022-03-21T08:30:00Z,14,8:30 PM,Dallas Mavericks,Minnesota Timberwolves
2022-03-22,Tuesday  ,2022-03-22T07:00:00Z,16,7:00 PM,Orlando Magic,Golden State Warriors
2022-03-22,Tuesday  ,2022-03-22T07:30:00Z,20,7:30 PM,New York Knicks,Atlanta Hawks
2022-03-22,Tuesday  ,2022-03-22T08:00:00Z,7,8:00 PM,Milwaukee Bucks,Chicago Bulls
2022-03-22,Tuesday  ,2022-03-22T10:00:00Z,16,10:00 PM,Denver Nuggets,Los Angeles Clippers
2022-03-23,Wednesday,2022-03-23T07:00:00Z,16,7:00 PM,Charlotte Hornets,New York Knicks
2022-03-23,Wednesday,2022-03-23T07:00:00Z,25,7:00 PM,Detroit Pistons,Atlanta Hawks
2022-03-23,Wednesday,2022-03-23T07:00:00Z,25,7:00 PM,Indiana Pacers,Sacramento Kings
2022-03-23,Wednesday,2022-03-23T07:30:00Z,4,7:30 PM,Memphis Grizzlies,Brooklyn Nets
2022-03-23,Wednesday,2022-03-23T07:30:00Z,10,7:30 PM,Boston Celtics,Utah Jazz
2022-03-23,Wednesday,2022-03-23T07:30:00Z,4,7:30 PM,Miami Heat,Golden State Warriors
2022-03-23,Wednesday,2022-03-23T08:00:00Z,9,8:00 PM,Minnesota Timberwolves,Phoenix Suns
2022-03-23,Wednesday,2022-03-23T08:00:00Z,28,8:00 PM,Oklahoma City Thunder,Orlando Magic
2022-03-23,Wednesday,2022-03-23T08:30:00Z,19,8:30 PM,Dallas Mavericks,Houston Rockets
2022-03-23,Wednesday,2022-03-23T10:00:00Z,23,10:00 PM,Portland Trail Blazers,San Antonio Spurs
2022-03-23,Wednesday,2022-03-23T10:00:00Z,12,10:00 PM,Los Angeles Lakers,Philadelphia 76ers
2022-03-24,Thursday ,2022-03-24T07:30:00Z,11,7:30 PM,Toronto Raptors,Cleveland Cavaliers
2022-03-24,Thursday ,2022-03-24T08:00:00Z,14,8:00 PM,Memphis Grizzlies,Indiana Pacers
2022-03-24,Thursday ,2022-03-24T08:00:00Z,12,8:00 PM,Milwaukee Bucks,Washington Wizards
2022-03-24,Thursday ,2022-03-24T08:00:00Z,14,8:00 PM,New Orleans Pelicans,Chicago Bulls
2022-03-24,Thursday ,2022-03-24T09:00:00Z,7,9:00 PM,Denver Nuggets,Phoenix Suns
2022-03-25,Friday   ,2022-03-25T07:00:00Z,8,7:00 PM,Charlotte Hornets,Utah Jazz
2022-03-25,Friday   ,2022-03-25T07:00:00Z,22,7:00 PM,Detroit Pistons,Washington Wizards
2022-03-25,Friday   ,2022-03-25T07:30:00Z,11,7:30 PM,Atlanta Hawks,Golden State Warriors
2022-03-25,Friday   ,2022-03-25T08:00:00Z,14,8:00 PM,Minnesota Timberwolves,Dallas Mavericks
2022-03-25,Friday   ,2022-03-25T08:00:00Z,13,8:00 PM,Miami Heat,New York Knicks
2022-03-25,Friday   ,2022-03-25T10:00:00Z,25,10:00 PM,Portland Trail Blazers,Houston Rockets
2022-03-25,Friday   ,2022-03-25T10:30:00Z,14,10:30 PM,Los Angeles Clippers,Philadelphia 76ers
2022-03-26,Saturday ,2022-03-26T05:00:00Z,24,5:00 PM,New Orleans Pelicans,San Antonio Spurs
2022-03-26,Saturday ,2022-03-26T07:00:00Z,27,7:00 PM,Orlando Magic,Sacramento Kings
2022-03-26,Saturday ,2022-03-26T07:30:00Z,20,7:30 PM,Toronto Raptors,Indiana Pacers
2022-03-26,Saturday ,2022-03-26T08:00:00Z,6,8:00 PM,Miami Heat,Brooklyn Nets
2022-03-26,Saturday ,2022-03-26T08:00:00Z,5,8:00 PM,Memphis Grizzlies,Milwaukee Bucks
2022-03-26,Saturday ,2022-03-26T08:00:00Z,7,8:00 PM,Cleveland Cavaliers,Chicago Bulls
2022-03-26,Saturday ,2022-03-26T09:00:00Z,20,9:00 PM,Denver Nuggets,Oklahoma City Thunder
2022-03-26,Saturday ,2022-03-26T10:00:00Z,25,10:00 PM,Portland Trail Blazers,Houston Rockets
2022-03-27,Sunday   ,2022-03-27T03:30:00Z,24,3:30 PM,Detroit Pistons,New York Knicks
2022-03-27,Sunday   ,2022-03-27T06:00:00Z,17,6:00 PM,Boston Celtics,Minnesota Timberwolves
2022-03-27,Sunday   ,2022-03-27T06:00:00Z,9,6:00 PM,Washington Wizards,Golden State Warriors
2022-03-27,Sunday   ,2022-03-27T06:00:00Z,5,6:00 PM,Phoenix Suns,Philadelphia 76ers
2022-03-27,Sunday   ,2022-03-27T07:00:00Z,19,7:00 PM,New Orleans Pelicans,Los Angeles Lakers
2022-03-27,Sunday   ,2022-03-27T07:30:00Z,7,7:30 PM,Dallas Mavericks,Utah Jazz
2022-03-27,Sunday   ,2022-03-27T07:30:00Z,8,7:30 PM,Brooklyn Nets,Charlotte Hornets
2022-03-28,Monday   ,2022-03-28T07:00:00Z,23,7:00 PM,Indiana Pacers,Atlanta Hawks
2022-03-28,Monday   ,2022-03-28T07:00:00Z,12,7:00 PM,Charlotte Hornets,Denver Nuggets
2022-03-28,Monday   ,2022-03-28T07:00:00Z,19,7:00 PM,Cleveland Cavaliers,Orlando Magic
2022-03-28,Monday   ,2022-03-28T07:30:00Z,13,7:30 PM,New York Knicks,Chicago Bulls
2022-03-28,Monday   ,2022-03-28T07:30:00Z,15,7:30 PM,Miami Heat,Sacramento Kings
2022-03-28,Monday   ,2022-03-28T07:30:00Z,15,7:30 PM,Toronto Raptors,Boston Celtics
2022-03-28,Monday   ,2022-03-28T08:00:00Z,26,8:00 PM,Houston Rockets,San Antonio Spurs
2022-03-28,Monday   ,2022-03-28T08:00:00Z,2,8:00 PM,Memphis Grizzlies,Golden State Warriors
2022-03-28,Monday   ,2022-03-28T10:00:00Z,24,10:00 PM,Portland Trail Blazers,Oklahoma City Thunder
2022-03-29,Tuesday  ,2022-03-29T07:00:00Z,9,7:00 PM,Philadelphia 76ers,Milwaukee Bucks
2022-03-29,Tuesday  ,2022-03-29T07:00:00Z,11,7:00 PM,Washington Wizards,Chicago Bulls
2022-03-29,Tuesday  ,2022-03-29T07:30:00Z,13,7:30 PM,Dallas Mavericks,Los Angeles Lakers
2022-03-29,Tuesday  ,2022-03-29T07:30:00Z,17,7:30 PM,Brooklyn Nets,Detroit Pistons
2022-03-29,Tuesday  ,2022-03-29T10:00:00Z,11,10:00 PM,Los Angeles Clippers,Utah Jazz
2022-03-30,Wednesday,2022-03-30T07:00:00Z,10,7:00 PM,Cleveland Cavaliers,Dallas Mavericks
2022-03-30,Wednesday,2022-03-30T07:00:00Z,19,7:00 PM,Indiana Pacers,Denver Nuggets
2022-03-30,Wednesday,2022-03-30T07:00:00Z,23,7:00 PM,Washington Wizards,Orlando Magic
2022-03-30,Wednesday,2022-03-30T07:30:00Z,16,7:30 PM,Toronto Raptors,Minnesota Timberwolves
2022-03-30,Wednesday,2022-03-30T07:30:00Z,12,7:30 PM,Boston Celtics,Miami Heat
2022-03-30,Wednesday,2022-03-30T07:30:00Z,16,7:30 PM,New York Knicks,Charlotte Hornets
2022-03-30,Wednesday,2022-03-30T08:00:00Z,24,8:00 PM,Oklahoma City Thunder,Atlanta Hawks
2022-03-30,Wednesday,2022-03-30T08:00:00Z,26,8:00 PM,Houston Rockets,Sacramento Kings
2022-03-30,Wednesday,2022-03-30T08:30:00Z,14,8:30 PM,San Antonio Spurs,Memphis Grizzlies
2022-03-30,Wednesday,2022-03-30T10:00:00Z,1,10:00 PM,Golden State Warriors,Phoenix Suns
2022-03-30,Wednesday,2022-03-30T10:00:00Z,22,10:00 PM,Portland Trail Blazers,New Orleans Pelicans
2022-03-31,Thursday ,2022-03-31T07:00:00Z,19,7:00 PM,Detroit Pistons,Philadelphia 76ers
2022-03-31,Thursday ,2022-03-31T07:30:00Z,15,7:30 PM,Atlanta Hawks,Cleveland Cavaliers
2022-03-31,Thursday ,2022-03-31T07:30:00Z,6,7:30 PM,Brooklyn Nets,Milwaukee Bucks
2022-03-31,Thursday ,2022-03-31T08:00:00Z,12,8:00 PM,Chicago Bulls,Los Angeles Clippers
2022-03-31,Thursday ,2022-03-31T10:00:00Z,9,10:00 PM,Utah Jazz,Los Angeles Lakers
2022-04-01,Friday   ,2022-04-01T07:00:00Z,22,7:00 PM,Orlando Magic,Toronto Raptors
2022-04-01,Friday   ,2022-04-01T07:00:00Z,13,7:00 PM,Washington Wizards,Dallas Mavericks
2022-04-01,Friday   ,2022-04-01T07:30:00Z,21,7:30 PM,Boston Celtics,Indiana Pacers
2022-04-01,Friday   ,2022-04-01T08:00:00Z,28,8:00 PM,Oklahoma City Thunder,Detroit Pistons
2022-04-01,Friday   ,2022-04-01T08:00:00Z,26,8:00 PM,Houston Rockets,Sacramento Kings
2022-04-01,Friday   ,2022-04-01T08:00:00Z,2,8:00 PM,Memphis Grizzlies,Phoenix Suns
2022-04-01,Friday   ,2022-04-01T08:00:00Z,13,8:00 PM,Milwaukee Bucks,Los Angeles Clippers
2022-04-01,Friday   ,2022-04-01T08:30:00Z,23,8:30 PM,San Antonio Spurs,Portland Trail Blazers
2022-04-01,Friday   ,2022-04-01T09:00:00Z,15,9:00 PM,Denver Nuggets,Minnesota Timberwolves
2022-04-01,Friday   ,2022-04-01T10:30:00Z,19,10:30 PM,Los Angeles Lakers,New Orleans Pelicans
2022-04-02,Saturday ,2022-04-02T01:00:00Z,14,1:00 PM,New York Knicks,Cleveland Cavaliers
2022-04-02,Saturday ,2022-04-02T07:30:00Z,13,7:30 PM,Atlanta Hawks,Brooklyn Nets
2022-04-02,Saturday ,2022-04-02T08:00:00Z,6,8:00 PM,Chicago Bulls,Miami Heat
2022-04-02,Saturday ,2022-04-02T08:30:00Z,3,8:30 PM,Golden State Warriors,Utah Jazz
2022-04-02,Saturday ,2022-04-02T12:30:00Z,11,12:30 PM,Philadelphia 76ers,Charlotte Hornets
2022-04-03,Sunday   ,2022-04-03T01:00:00Z,9,1:00 PM,Milwaukee Bucks,Dallas Mavericks
2022-04-03,Sunday   ,2022-04-03T01:00:00Z,16,1:00 PM,Boston Celtics,Washington Wizards
2022-04-03,Sunday   ,2022-04-03T03:30:00Z,14,3:30 PM,Los Angeles Lakers,Denver Nuggets
2022-04-03,Sunday   ,2022-04-03T05:00:00Z,27,5:00 PM,Indiana Pacers,Detroit Pistons
2022-04-03,Sunday   ,2022-04-03T06:00:00Z,25,6:00 PM,Orlando Magic,New York Knicks
2022-04-03,Sunday   ,2022-04-03T06:00:00Z,9,6:00 PM,Cleveland Cavaliers,Philadelphia 76ers
2022-04-03,Sunday   ,2022-04-03T07:00:00Z,10,7:00 PM,Toronto Raptors,Miami Heat
2022-04-03,Sunday   ,2022-04-03T07:00:00Z,14,7:00 PM,Oklahoma City Thunder,Phoenix Suns
2022-04-03,Sunday   ,2022-04-03T07:00:00Z,23,7:00 PM,Houston Rockets,Minnesota Timberwolves
2022-04-03,Sunday   ,2022-04-03T07:00:00Z,23,7:00 PM,San Antonio Spurs,Portland Trail Blazers
2022-04-03,Sunday   ,2022-04-03T09:00:00Z,13,9:00 PM,Sacramento Kings,Golden State Warriors
2022-04-03,Sunday   ,2022-04-03T09:30:00Z,21,9:30 PM,Los Angeles Clippers,New Orleans Pelicans
2022-04-05,Tuesday  ,2022-04-05T07:00:00Z,19,7:00 PM,Orlando Magic,Cleveland Cavaliers
2022-04-05,Tuesday  ,2022-04-05T07:00:00Z,18,7:00 PM,Indiana Pacers,Philadelphia 76ers
